Day,Platform,Campaign Type,Campaign Name,Impressions,Clicks,Conversions,Revenue,Spend,Region,CTR,CPA,CPC,ROAS,CPM,AdCreative
15/08/23,Instagram,Prospecting,Prospecting-Instagram,68236,1740,20,"$14,144.82","$2,012.09",Northern Ireland,3.0%,$100.60,$0.86,$7.03,$2.95,CreativeB
15/08/23,SnapChat,Retargeting,Retargeting-SnapChat,68250,134,224,"$6,258.99","$2,599.20",Wales,0.0%,$11.60,$0.05,$2.41,$3.81,CreativeA
15/08/23,Facebook,Prospecting,Prospecting-Facebook,37214,935,31,"$10,804.26","$2,487.96",West Midlands,3.0%,$80.26,$0.38,$4.34,$6.69,CreativeA
15/08/23,TikTok,Prospecting,Prospecting-TikTok,67704,2132,26,"$12,998.74","$1,280.36",Wales,3.0%,$49.24,$1.67,$10.15,$1.89,CreativeC
15/08/23,TikTok,Retargeting,Retargeting-TikTok,40174,32,27,"$5,813.79","$2,402.31",Yorkshire and the Humber,0.0%,$88.97,$0.01,$2.42,$5.98,CreativeB
15/08/23,SnapChat,Retargeting,Retargeting-SnapChat,83368,409,22,"$5,579.86","$6,686.69",North West,0.0%,$303.94,$0.06,$0.83,$8.02,CreativeB
15/08/23,TikTok,Retargeting,Retargeting-TikTok,66655,1043,60,"$12,596.68","$4,856.79",London,2.0%,$80.95,$0.21,$2.59,$7.29,CreativeC
15/08/23,Facebook,Retargeting,Retargeting-Facebook,64071,368,229,"$14,054.00","$3,201.83",East Midlands,1.0%,$13.98,$0.11,$4.39,$5.00,CreativeC
15/08/23,Facebook,Retargeting,Retargeting-Facebook,44258,474,17,"$3,990.09","$1,550.70",West Midlands,1.0%,$91.22,$0.31,$2.57,$3.50,CreativeA
15/08/23,TikTok,Retargeting,Retargeting-TikTok,4700,637,44,"$11,553.40","$4,513.33",Yorkshire and the Humber,14.0%,$102.58,$0.14,$2.56,$96.03,CreativeB
15/08/23,TikTok,Retargeting,Retargeting-TikTok,83014,487,123,"$9,860.08","$1,277.60",London,1.0%,$10.39,$0.38,$7.72,$1.54,CreativeC
15/08/23,YouTube,Retargeting,Retargeting-YouTube,52141,3334,208,"$11,758.28","$7,716.08",East Midlands,6.0%,$37.10,$0.43,$1.52,$14.80,CreativeA
15/08/23,Instagram,Retargeting,Retargeting-Instagram,14059,454,225,"$15,212.53","$6,678.46",North West,3.0%,$29.68,$0.07,$2.28,$47.50,CreativeB
15/08/23,SnapChat,Prospecting,Prospecting-SnapChat,67808,162,112,"$7,034.05","$7,985.02",Wales,0.0%,$71.29,$0.02,$0.88,$11.78,CreativeC
15/08/23,Facebook,Prospecting,Prospecting-Facebook,71599,656,194,"$2,366.90","$3,444.34",North West,1.0%,$17.75,$0.19,$0.69,$4.81,CreativeC
15/08/23,SnapChat,Prospecting,Prospecting-SnapChat,97266,3130,122,"$8,343.07","$3,663.17",South East,3.0%,$30.03,$0.85,$2.28,$3.77,CreativeA
15/08/23,YouTube,Retargeting,Retargeting-YouTube,70716,2097,72,"$7,462.95","$5,878.52",Yorkshire and the Humber,3.0%,$81.65,$0.36,$1.27,$8.31,CreativeA
15/08/23,Facebook,Prospecting,Prospecting-Facebook,1906,323,170,"$13,051.81","$1,068.20",West Midlands,17.0%,$6.28,$0.30,$12.22,$56.04,CreativeC
15/08/23,YouTube,Retargeting,Retargeting-YouTube,63225,1388,208,"$1,055.70","$8,958.04",Northern Ireland,2.0%,$43.07,$0.15,$0.12,$14.17,CreativeC
15/08/23,YouTube,Retargeting,Retargeting-YouTube,80898,54,50,"$10,047.03","$5,364.77",North East,0.0%,$107.30,$0.01,$1.87,$6.63,CreativeB
15/08/23,TikTok,Retargeting,Retargeting-TikTok,58812,1304,194,"$3,657.89","$3,368.01",North East,2.0%,$17.36,$0.39,$1.09,$5.73,CreativeB
15/08/23,SnapChat,Retargeting,Retargeting-SnapChat,5684,195,222,"$12,098.51",$756.14,Scotland,3.0%,$3.41,$0.26,$16.00,$13.30,CreativeB
15/08/23,SnapChat,Prospecting,Prospecting-SnapChat,65310,158,79,"$8,419.59","$6,877.03",South East,0.0%,$87.05,$0.02,$1.22,$10.53,CreativeC
15/08/23,TikTok,Prospecting,Prospecting-TikTok,87141,767,21,"$5,533.68","$2,451.57",Scotland,1.0%,$116.74,$0.31,$2.26,$2.81,CreativeC
15/08/23,SnapChat,Prospecting,Prospecting-SnapChat,90329,216,43,"$13,561.77","$1,017.12",East of England,0.0%,$23.65,$0.21,$13.33,$1.13,CreativeC
15/08/23,TikTok,Retargeting,Retargeting-TikTok,83457,2824,27,"$10,277.54","$6,238.95",East Midlands,3.0%,$231.07,$0.45,$1.65,$7.48,CreativeA
15/08/23,Facebook,Retargeting,Retargeting-Facebook,39777,57,134,"$4,388.96",$677.00,Scotland,0.0%,$5.05,$0.08,$6.48,$1.70,CreativeC
15/08/23,YouTube,Prospecting,Prospecting-YouTube,29823,813,10,$714.59,"$3,545.34",South East,3.0%,$354.53,$0.23,$0.20,$11.89,CreativeC
15/08/23,YouTube,Retargeting,Retargeting-YouTube,61972,1826,183,"$10,139.31","$2,600.74",Northern Ireland,3.0%,$14.21,$0.70,$3.90,$4.20,CreativeC
15/08/23,SnapChat,Prospecting,Prospecting-SnapChat,83559,1976,104,"$10,999.73","$2,462.88",East of England,2.0%,$23.68,$0.80,$4.47,$2.95,CreativeA
15/08/23,Instagram,Prospecting,Prospecting-Instagram,92830,68,64,"$13,802.87","$2,305.07",South West,0.0%,$36.02,$0.03,$5.99,$2.48,CreativeB
15/08/23,YouTube,Prospecting,Prospecting-YouTube,55534,1533,85,"$10,368.62","$1,558.91",North East,3.0%,$18.34,$0.98,$6.65,$2.81,CreativeB
15/08/23,TikTok,Retargeting,Retargeting-TikTok,33976,2262,180,"$2,841.22","$1,746.68",South West,7.0%,$9.70,$1.30,$1.63,$5.14,CreativeB
15/08/23,Instagram,Prospecting,Prospecting-Instagram,30145,519,13,"$1,176.54",$810.16,London,2.0%,$62.32,$0.64,$1.45,$2.69,CreativeC
15/08/23,Instagram,Retargeting,Retargeting-Instagram,87283,1722,162,"$3,617.86","$2,406.03",Scotland,2.0%,$14.85,$0.72,$1.50,$2.76,CreativeC
15/08/23,YouTube,Prospecting,Prospecting-YouTube,81297,3207,52,"$9,375.10","$3,425.53",Scotland,4.0%,$65.88,$0.94,$2.74,$4.21,CreativeA
15/08/23,YouTube,Retargeting,Retargeting-YouTube,23126,2494,6,"$9,158.91","$4,002.59",London,11.0%,$667.10,$0.62,$2.29,$17.31,CreativeC
15/08/23,YouTube,Retargeting,Retargeting-YouTube,62581,1383,202,"$4,170.71",$588.61,Scotland,2.0%,$2.91,$2.35,$7.09,$0.94,CreativeB
15/08/23,TikTok,Prospecting,Prospecting-TikTok,80668,104,48,"$3,482.72","$3,471.87",Scotland,0.0%,$72.33,$0.03,$1.00,$4.30,CreativeA
15/08/23,Instagram,Retargeting,Retargeting-Instagram,32548,2102,17,"$7,670.91",$478.51,Northern Ireland,6.0%,$28.15,$4.39,$16.03,$1.47,CreativeC
15/08/23,SnapChat,Retargeting,Retargeting-SnapChat,57240,183,66,"$10,589.91","$1,406.41",North East,0.0%,$21.31,$0.13,$7.53,$2.46,CreativeB
15/08/23,TikTok,Retargeting,Retargeting-TikTok,71870,2656,93,"$5,301.95","$4,163.19",North East,4.0%,$44.77,$0.64,$1.27,$5.79,CreativeC
15/08/23,Facebook,Prospecting,Prospecting-Facebook,13272,585,49,"$6,451.23","$5,198.49",Wales,4.0%,$106.09,$0.11,$1.24,$39.17,CreativeC
15/08/23,YouTube,Retargeting,Retargeting-YouTube,47265,689,204,"$2,633.73","$5,570.98",South West,1.0%,$27.31,$0.12,$0.47,$11.79,CreativeB
15/08/23,Instagram,Prospecting,Prospecting-Instagram,66389,265,88,"$11,348.32","$1,453.99",East of England,0.0%,$16.52,$0.18,$7.80,$2.19,CreativeA
15/08/23,TikTok,Prospecting,Prospecting-TikTok,61848,1703,80,"$3,878.92","$5,248.98",London,3.0%,$65.61,$0.32,$0.74,$8.49,CreativeB
15/08/23,Facebook,Retargeting,Retargeting-Facebook,18961,79,17,"$3,810.59","$4,774.44",London,0.0%,$280.85,$0.02,$0.80,$25.18,CreativeA
15/08/23,TikTok,Prospecting,Prospecting-TikTok,66185,6,113,"$7,657.45","$6,919.31",North West,0.0%,$61.23,$0.00,$1.11,$10.45,CreativeC
15/08/23,TikTok,Prospecting,Prospecting-TikTok,37960,1318,126,"$4,765.03",$617.78,North West,3.0%,$4.90,$2.13,$7.71,$1.63,CreativeB
15/08/23,SnapChat,Prospecting,Prospecting-SnapChat,41930,3462,211,"$6,654.70","$1,264.22",Yorkshire and the Humber,8.0%,$5.99,$2.74,$5.26,$3.02,CreativeA
15/08/23,SnapChat,Prospecting,Prospecting-SnapChat,29026,1984,43,"$8,154.55","$7,244.19",West Midlands,7.0%,$168.47,$0.27,$1.13,$24.96,CreativeA
15/08/23,TikTok,Prospecting,Prospecting-TikTok,52752,748,138,"$3,176.52","$4,378.55",Yorkshire and the Humber,1.0%,$31.73,$0.17,$0.73,$8.30,CreativeC
15/08/23,Facebook,Retargeting,Retargeting-Facebook,38133,1998,199,"$13,444.25","$1,201.39",East of England,5.0%,$6.04,$1.66,$11.19,$3.15,CreativeB
15/08/23,Instagram,Retargeting,Retargeting-Instagram,48162,246,84,"$2,110.37",$992.46,Yorkshire and the Humber,1.0%,$11.82,$0.25,$2.13,$2.06,CreativeC
15/08/23,Instagram,Prospecting,Prospecting-Instagram,36665,1949,69,"$15,195.26",$113.00,North East,5.0%,$1.64,$17.25,$134.47,$0.31,CreativeB
15/08/23,YouTube,Prospecting,Prospecting-YouTube,94317,570,86,"$1,535.85","$4,847.32",London,1.0%,$56.36,$0.12,$0.32,$5.14,CreativeC
15/08/23,YouTube,Retargeting,Retargeting-YouTube,43146,3994,12,"$11,436.64","$1,275.66",Scotland,9.0%,$106.30,$3.13,$8.97,$2.96,CreativeC
15/08/23,Instagram,Retargeting,Retargeting-Instagram,16786,143,245,"$10,872.68","$2,913.43",London,1.0%,$11.89,$0.05,$3.73,$17.36,CreativeB
15/08/23,TikTok,Retargeting,Retargeting-TikTok,47807,1453,243,"$10,085.98",$474.32,North East,3.0%,$1.95,$3.06,$21.26,$0.99,CreativeB
16/08/23,Facebook,Prospecting,Prospecting-Facebook,10422,1932,228,"$9,976.11","$3,075.48",East Midlands,19.0%,$13.49,$0.63,$3.24,$29.51,CreativeC
16/08/23,Facebook,Retargeting,Retargeting-Facebook,58194,437,59,"$13,532.26",$359.67,Wales,1.0%,$6.10,$1.22,$37.62,$0.62,CreativeA
16/08/23,Instagram,Prospecting,Prospecting-Instagram,113279,1670,22,"$7,855.82","$3,939.58",London,1.0%,$179.07,$0.42,$1.99,$3.48,CreativeC
16/08/23,Instagram,Retargeting,Retargeting-Instagram,23478,115,64,"$14,376.73","$3,111.22",South East,0.0%,$48.61,$0.04,$4.62,$13.25,CreativeB
16/08/23,SnapChat,Prospecting,Prospecting-SnapChat,108034,461,182,"$11,646.93","$3,830.83",East Midlands,0.0%,$21.05,$0.12,$3.04,$3.55,CreativeC
16/08/23,YouTube,Retargeting,Retargeting-YouTube,30290,3092,54,"$4,455.16","$4,388.21",London,10.0%,$81.26,$0.70,$1.02,$14.49,CreativeB
16/08/23,YouTube,Retargeting,Retargeting-YouTube,26000,3668,7,"$8,388.93",$997.63,East of England,14.0%,$142.52,$3.68,$8.41,$3.84,CreativeA
16/08/23,SnapChat,Prospecting,Prospecting-SnapChat,56873,294,53,"$10,976.50","$2,198.71",North East,1.0%,$41.49,$0.13,$4.99,$3.87,CreativeA
16/08/23,SnapChat,Retargeting,Retargeting-SnapChat,37538,3299,122,"$11,133.33","$1,823.29",Yorkshire and the Humber,9.0%,$14.94,$1.81,$6.11,$4.86,CreativeB
16/08/23,Facebook,Retargeting,Retargeting-Facebook,10110,1458,27,"$7,179.24","$2,800.01",London,14.0%,$103.70,$0.52,$2.56,$27.70,CreativeB
16/08/23,SnapChat,Retargeting,Retargeting-SnapChat,92965,3461,14,"$10,677.84","$1,983.02",South East,4.0%,$141.64,$1.75,$5.38,$2.13,CreativeA
16/08/23,Instagram,Retargeting,Retargeting-Instagram,66336,976,189,"$10,070.97","$2,047.82",Wales,1.0%,$10.84,$0.48,$4.92,$3.09,CreativeB
16/08/23,TikTok,Retargeting,Retargeting-TikTok,82910,1613,273,"$12,666.63","$2,506.91",East of England,2.0%,$9.18,$0.64,$5.05,$3.02,CreativeC
16/08/23,Instagram,Prospecting,Prospecting-Instagram,70248,171,29,"$2,084.04","$3,405.31",South West,0.0%,$117.42,$0.05,$0.61,$4.85,CreativeC
16/08/23,SnapChat,Prospecting,Prospecting-SnapChat,69938,701,24,"$8,170.97","$2,684.82",Wales,1.0%,$111.87,$0.26,$3.04,$3.84,CreativeA
16/08/23,YouTube,Retargeting,Retargeting-YouTube,10225,1165,200,"$5,890.98",$789.11,North West,11.0%,$3.95,$1.48,$7.47,$7.72,CreativeA
16/08/23,Instagram,Retargeting,Retargeting-Instagram,31724,732,11,"$2,089.07","$5,136.95",North East,2.0%,$467.00,$0.14,$0.41,$16.19,CreativeB
16/08/23,YouTube,Prospecting,Prospecting-YouTube,97774,265,33,"$5,574.54","$6,710.16",North East,0.0%,$203.34,$0.04,$0.83,$6.86,CreativeA
16/08/23,Instagram,Prospecting,Prospecting-Instagram,99922,181,14,"$12,920.66",$712.10,South East,0.0%,$50.86,$0.25,$18.14,$0.71,CreativeA
16/08/23,YouTube,Prospecting,Prospecting-YouTube,29353,2995,19,"$2,529.98","$1,520.11",North East,10.0%,$80.01,$1.97,$1.66,$5.18,CreativeC
16/08/23,Instagram,Retargeting,Retargeting-Instagram,59437,582,32,"$2,165.63","$4,652.73",Wales,1.0%,$145.40,$0.13,$0.47,$7.83,CreativeA
16/08/23,YouTube,Retargeting,Retargeting-YouTube,2658,974,79,"$10,475.34","$7,668.21",Yorkshire and the Humber,37.0%,$97.07,$0.13,$1.37,$288.50,CreativeB
16/08/23,TikTok,Prospecting,Prospecting-TikTok,23535,152,83,"$9,993.68","$3,443.52",South West,1.0%,$41.49,$0.04,$2.90,$14.63,CreativeA
16/08/23,Facebook,Prospecting,Prospecting-Facebook,11452,65,99,"$10,353.91","$5,210.76",London,1.0%,$52.63,$0.01,$1.99,$45.50,CreativeA
16/08/23,Instagram,Prospecting,Prospecting-Instagram,23044,857,66,"$14,960.62","$6,395.25",Wales,4.0%,$96.90,$0.13,$2.34,$27.75,CreativeC
16/08/23,TikTok,Retargeting,Retargeting-TikTok,35684,1024,191,"$7,423.35","$3,230.92",South West,3.0%,$16.92,$0.32,$2.30,$9.05,CreativeC
16/08/23,Facebook,Retargeting,Retargeting-Facebook,32338,1368,209,"$7,629.02",$239.08,North East,4.0%,$1.14,$5.72,$31.91,$0.74,CreativeC
16/08/23,Instagram,Retargeting,Retargeting-Instagram,77540,899,182,"$14,936.35",$864.43,Yorkshire and the Humber,1.0%,$4.75,$1.04,$17.28,$1.11,CreativeB
16/08/23,TikTok,Prospecting,Prospecting-TikTok,19253,2560,69,"$4,327.78","$8,943.51",Northern Ireland,13.0%,$129.62,$0.29,$0.48,$46.45,CreativeB
16/08/23,TikTok,Retargeting,Retargeting-TikTok,6339,986,56,"$10,519.92","$2,544.88",West Midlands,16.0%,$45.44,$0.39,$4.13,$40.15,CreativeA
16/08/23,TikTok,Prospecting,Prospecting-TikTok,16080,1343,23,"$6,808.69","$3,812.68",Yorkshire and the Humber,8.0%,$165.77,$0.35,$1.79,$23.71,CreativeB
16/08/23,SnapChat,Prospecting,Prospecting-SnapChat,1493,2384,218,"$4,690.46",$682.14,Northern Ireland,160.0%,$3.13,$3.49,$6.88,$45.69,CreativeB
16/08/23,YouTube,Prospecting,Prospecting-YouTube,46440,85,50,"$1,678.54","$1,412.66",East of England,0.0%,$28.25,$0.06,$1.19,$3.04,CreativeC
16/08/23,Facebook,Retargeting,Retargeting-Facebook,20663,802,87,"$13,360.94","$3,538.30",North East,4.0%,$40.67,$0.23,$3.78,$17.12,CreativeB
16/08/23,YouTube,Retargeting,Retargeting-YouTube,42794,3822,77,"$2,099.86","$5,967.62",East of England,9.0%,$77.50,$0.64,$0.35,$13.94,CreativeA
16/08/23,YouTube,Retargeting,Retargeting-YouTube,34958,3121,121,"$7,279.02","$4,144.35",North West,9.0%,$34.25,$0.75,$1.76,$11.86,CreativeB
16/08/23,YouTube,Retargeting,Retargeting-YouTube,31408,349,103,"$11,314.91","$7,878.35",London,1.0%,$76.49,$0.04,$1.44,$25.08,CreativeC
16/08/23,TikTok,Retargeting,Retargeting-TikTok,24551,2934,179,"$11,115.28","$2,296.54",London,12.0%,$12.83,$1.28,$4.84,$9.35,CreativeB
16/08/23,YouTube,Retargeting,Retargeting-YouTube,30467,223,23,"$10,314.73","$2,030.13",West Midlands,1.0%,$88.27,$0.11,$5.08,$6.66,CreativeB
16/08/23,SnapChat,Prospecting,Prospecting-SnapChat,61744,447,94,"$9,524.92","$4,247.20",North East,1.0%,$45.18,$0.11,$2.24,$6.88,CreativeC
16/08/23,Instagram,Prospecting,Prospecting-Instagram,50942,193,14,"$12,916.92",$468.45,South West,0.0%,$33.46,$0.41,$27.57,$0.92,CreativeA
16/08/23,TikTok,Retargeting,Retargeting-TikTok,86514,1737,228,"$1,657.67","$2,574.59",Yorkshire and the Humber,2.0%,$11.29,$0.67,$0.64,$2.98,CreativeB
16/08/23,Facebook,Retargeting,Retargeting-Facebook,55956,181,57,"$11,320.43","$1,943.19",North West,0.0%,$34.09,$0.09,$5.83,$3.47,CreativeB
16/08/23,Instagram,Retargeting,Retargeting-Instagram,93426,2049,213,"$9,724.01","$1,695.88",London,2.0%,$7.96,$1.21,$5.73,$1.82,CreativeC
16/08/23,Instagram,Prospecting,Prospecting-Instagram,33235,1007,66,"$11,563.44","$2,640.71",North West,3.0%,$40.01,$0.38,$4.38,$7.95,CreativeB
16/08/23,Instagram,Retargeting,Retargeting-Instagram,77534,1198,116,"$12,862.22","$1,180.59",Wales,2.0%,$10.18,$1.01,$10.89,$1.52,CreativeC
16/08/23,YouTube,Prospecting,Prospecting-YouTube,91373,59,128,"$5,743.10","$2,183.37",West Midlands,0.0%,$17.06,$0.03,$2.63,$2.39,CreativeA
16/08/23,YouTube,Retargeting,Retargeting-YouTube,28578,346,175,"$6,128.29","$6,505.37",North West,1.0%,$37.17,$0.05,$0.94,$22.76,CreativeA
16/08/23,TikTok,Prospecting,Prospecting-TikTok,2617,1954,161,"$4,811.88","$1,440.22",North West,75.0%,$8.95,$1.36,$3.34,$55.03,CreativeC
16/08/23,YouTube,Prospecting,Prospecting-YouTube,99059,1926,138,"$4,906.59","$4,458.29",East of England,2.0%,$32.31,$0.43,$1.10,$4.50,CreativeB
16/08/23,YouTube,Retargeting,Retargeting-YouTube,70182,2631,189,"$5,428.86","$8,788.71",East Midlands,4.0%,$46.50,$0.30,$0.62,$12.52,CreativeB
16/08/23,YouTube,Prospecting,Prospecting-YouTube,57867,303,19,"$7,338.46","$3,212.89",Scotland,1.0%,$169.10,$0.09,$2.28,$5.55,CreativeC
16/08/23,TikTok,Prospecting,Prospecting-TikTok,72331,1810,93,"$6,947.63","$3,677.94",North East,3.0%,$39.55,$0.49,$1.89,$5.08,CreativeB
16/08/23,TikTok,Prospecting,Prospecting-TikTok,76767,2300,117,"$11,185.60","$3,691.93",West Midlands,3.0%,$31.55,$0.62,$3.03,$4.81,CreativeA
16/08/23,SnapChat,Prospecting,Prospecting-SnapChat,13845,102,86,"$8,032.46",$487.33,East Midlands,1.0%,$5.67,$0.21,$16.48,$3.52,CreativeA
16/08/23,SnapChat,Retargeting,Retargeting-SnapChat,23892,3320,46,"$3,809.56","$2,464.48",Scotland,14.0%,$53.58,$1.35,$1.55,$10.32,CreativeB
16/08/23,SnapChat,Prospecting,Prospecting-SnapChat,79134,1997,30,"$4,794.26","$3,353.86",North East,3.0%,$111.80,$0.60,$1.43,$4.24,CreativeC
16/08/23,SnapChat,Prospecting,Prospecting-SnapChat,97766,2021,50,"$2,171.20","$1,556.07",Scotland,2.0%,$31.12,$1.30,$1.40,$1.59,CreativeB
16/08/23,Instagram,Prospecting,Prospecting-Instagram,3150,99,21,"$3,120.75",$786.12,South East,3.0%,$37.43,$0.13,$3.97,$24.96,CreativeA
16/08/23,Instagram,Retargeting,Retargeting-Instagram,118252,1795,153,"$7,578.14",$918.52,Northern Ireland,2.0%,$6.00,$1.95,$8.25,$0.78,CreativeB
16/08/23,SnapChat,Retargeting,Retargeting-SnapChat,43105,1842,114,"$12,530.52","$2,421.53",Yorkshire and the Humber,4.0%,$21.24,$0.76,$5.17,$5.62,CreativeA
17/08/23,Instagram,Retargeting,Retargeting-Instagram,111362,1878,197,"$1,725.87","$1,559.46",North West,2.0%,$7.92,$1.20,$1.11,$1.40,CreativeA
17/08/23,SnapChat,Retargeting,Retargeting-SnapChat,75144,2582,31,"$4,823.63",$503.88,Northern Ireland,3.0%,$16.25,$5.12,$9.57,$0.67,CreativeC
17/08/23,Facebook,Prospecting,Prospecting-Facebook,65103,1979,101,"$1,121.54","$1,866.43",South West,3.0%,$18.48,$1.06,$0.60,$2.87,CreativeA
17/08/23,SnapChat,Prospecting,Prospecting-SnapChat,40607,130,203,"$6,889.06","$3,650.26",West Midlands,0.0%,$17.98,$0.04,$1.89,$8.99,CreativeC
17/08/23,SnapChat,Prospecting,Prospecting-SnapChat,106209,2748,109,"$13,292.29","$4,180.09",West Midlands,3.0%,$38.35,$0.66,$3.18,$3.94,CreativeC
17/08/23,SnapChat,Prospecting,Prospecting-SnapChat,9963,2321,35,"$9,082.87","$1,384.87",East of England,23.0%,$39.57,$1.68,$6.56,$13.90,CreativeB
17/08/23,TikTok,Prospecting,Prospecting-TikTok,17895,1330,210,"$11,221.51","$3,869.06",North West,7.0%,$18.42,$0.34,$2.90,$21.62,CreativeA
17/08/23,Facebook,Retargeting,Retargeting-Facebook,40670,1503,16,"$10,963.07","$2,252.71",North East,4.0%,$140.79,$0.67,$4.87,$5.54,CreativeB
17/08/23,Facebook,Retargeting,Retargeting-Facebook,48811,1413,60,"$10,774.95","$2,999.62",East Midlands,3.0%,$49.99,$0.47,$3.59,$6.15,CreativeC
17/08/23,SnapChat,Prospecting,Prospecting-SnapChat,24695,659,31,"$9,693.03","$7,871.83",London,3.0%,$253.93,$0.08,$1.23,$31.88,CreativeC
17/08/23,Instagram,Retargeting,Retargeting-Instagram,31806,2026,10,"$14,874.94","$2,349.10",North West,6.0%,$234.91,$0.86,$6.33,$7.39,CreativeC
17/08/23,SnapChat,Retargeting,Retargeting-SnapChat,68703,214,56,"$3,826.88","$2,409.34",South East,0.0%,$43.02,$0.09,$1.59,$3.51,CreativeA
17/08/23,TikTok,Retargeting,Retargeting-TikTok,24201,50,69,"$2,728.31","$5,287.21",West Midlands,0.0%,$76.63,$0.01,$0.52,$21.85,CreativeC
17/08/23,YouTube,Prospecting,Prospecting-YouTube,52985,1973,161,"$5,715.07","$1,831.29",Northern Ireland,4.0%,$11.37,$1.08,$3.12,$3.46,CreativeA
17/08/23,TikTok,Retargeting,Retargeting-TikTok,32412,162,18,"$1,510.09","$3,970.28",Northern Ireland,0.0%,$220.57,$0.04,$0.38,$12.25,CreativeC
17/08/23,Instagram,Prospecting,Prospecting-Instagram,41944,1086,39,"$5,992.22","$3,251.64",West Midlands,3.0%,$83.38,$0.33,$1.84,$7.75,CreativeC
17/08/23,SnapChat,Retargeting,Retargeting-SnapChat,3810,2846,116,"$10,118.27",$205.71,North West,75.0%,$1.77,$13.84,$49.19,$5.40,CreativeC
17/08/23,Facebook,Retargeting,Retargeting-Facebook,60089,42,259,"$4,818.49","$1,273.37",South West,0.0%,$4.92,$0.03,$3.78,$2.12,CreativeB
17/08/23,SnapChat,Prospecting,Prospecting-SnapChat,52608,3010,22,"$2,540.74","$6,375.65",South West,6.0%,$289.80,$0.47,$0.40,$12.12,CreativeA
17/08/23,Instagram,Prospecting,Prospecting-Instagram,36679,89,14,"$10,054.13","$2,895.98",London,0.0%,$206.86,$0.03,$3.47,$7.90,CreativeC
17/08/23,Facebook,Prospecting,Prospecting-Facebook,76028,450,103,"$8,916.69","$3,679.31",South West,1.0%,$35.72,$0.12,$2.42,$4.84,CreativeC
17/08/23,TikTok,Prospecting,Prospecting-TikTok,2269,655,36,"$8,356.75","$4,959.47",West Midlands,29.0%,$137.76,$0.13,$1.69,$218.58,CreativeA
17/08/23,YouTube,Retargeting,Retargeting-YouTube,18363,850,6,"$8,191.42","$2,568.89",South East,5.0%,$428.15,$0.33,$3.19,$13.99,CreativeA
17/08/23,YouTube,Prospecting,Prospecting-YouTube,81938,3194,17,"$11,069.11","$6,516.06",East Midlands,4.0%,$383.30,$0.49,$1.70,$7.95,CreativeB
17/08/23,SnapChat,Prospecting,Prospecting-SnapChat,95807,133,41,"$1,377.73","$3,577.62",Wales,0.0%,$87.26,$0.04,$0.39,$3.73,CreativeC
17/08/23,TikTok,Retargeting,Retargeting-TikTok,63131,1315,207,"$9,920.67","$2,592.41",South West,2.0%,$12.52,$0.51,$3.83,$4.11,CreativeB
17/08/23,Instagram,Retargeting,Retargeting-Instagram,86683,1864,242,"$15,736.69","$3,420.71",Northern Ireland,2.0%,$14.14,$0.54,$4.60,$3.95,CreativeC
17/08/23,YouTube,Retargeting,Retargeting-YouTube,12462,3080,24,"$5,272.11","$4,565.41",London,25.0%,$190.23,$0.67,$1.15,$36.63,CreativeB
17/08/23,TikTok,Prospecting,Prospecting-TikTok,66698,61,258,"$2,459.44","$3,769.38",West Midlands,0.0%,$14.61,$0.02,$0.65,$5.65,CreativeB
17/08/23,SnapChat,Prospecting,Prospecting-SnapChat,57316,1841,14,"$5,690.80","$3,333.84",South East,3.0%,$238.13,$0.55,$1.71,$5.82,CreativeC
17/08/23,Facebook,Retargeting,Retargeting-Facebook,44558,114,252,"$4,310.81","$1,616.35",West Midlands,0.0%,$6.41,$0.07,$2.67,$3.63,CreativeB
17/08/23,SnapChat,Retargeting,Retargeting-SnapChat,92183,2032,191,"$5,308.20","$2,632.96",West Midlands,2.0%,$13.79,$0.77,$2.02,$2.86,CreativeA
17/08/23,SnapChat,Retargeting,Retargeting-SnapChat,30913,1644,49,"$13,057.95","$3,228.10",East Midlands,5.0%,$65.88,$0.51,$4.05,$10.44,CreativeC
17/08/23,TikTok,Prospecting,Prospecting-TikTok,15756,151,221,"$8,653.29",$367.98,North West,1.0%,$1.67,$0.41,$23.52,$2.34,CreativeC
17/08/23,YouTube,Retargeting,Retargeting-YouTube,97783,62,64,"$7,052.31","$3,787.88",Wales,0.0%,$59.19,$0.02,$1.86,$3.87,CreativeB
17/08/23,TikTok,Prospecting,Prospecting-TikTok,57691,1833,105,"$3,125.79","$3,299.55",East of England,3.0%,$31.42,$0.56,$0.95,$5.72,CreativeA
17/08/23,Facebook,Prospecting,Prospecting-Facebook,79863,1799,114,"$10,514.56","$7,695.40",Wales,2.0%,$67.50,$0.23,$1.37,$9.64,CreativeC
17/08/23,TikTok,Retargeting,Retargeting-TikTok,44393,1349,194,"$9,176.71","$2,410.47",East of England,3.0%,$12.43,$0.56,$3.81,$5.43,CreativeC
17/08/23,Instagram,Prospecting,Prospecting-Instagram,13616,2355,31,"$7,540.37",$432.85,South West,17.0%,$13.96,$5.44,$17.42,$3.18,CreativeC
17/08/23,SnapChat,Prospecting,Prospecting-SnapChat,98264,2946,130,"$9,013.78","$2,915.06",East of England,3.0%,$22.42,$1.01,$3.09,$2.97,CreativeC
17/08/23,YouTube,Prospecting,Prospecting-YouTube,7099,844,23,"$2,447.22","$2,167.13",West Midlands,12.0%,$94.22,$0.39,$1.13,$30.53,CreativeA
